DateTime,AddedIPs,RemovedIPs
1603319346,11,6
1603321403,3,10
1603323374,3,5
1603325321,5,6
1603327214,6,7
1603329132,5,5
1603331084,9,8
1603332982,5,1
1603334900,5,5
1603336852,2,6
1603338731,4,13
1603340654,5,8
1603342611,4,9
1603344494,7,8
1603346475,9,7
1603348367,5,7
1603350263,10,8
1603352421,14,5
1603354336,18,5
1603356290,9,7
1603358172,13,8
1603360096,7,10
1603362049,20,8
1603363941,14,5
1603365855,22,10
1603367806,16,6
1603369696,15,4
1603371870,10,8
1603373782,2,8
1603375729,6,10
1603377622,9,3
1603379536,6,6
1603381492,6,9
1603383382,7,6
1603385300,9,8
1603387246,11,8
1603389139,10,7
1603391058,11,5
1603393011,8,6
1603394898,7,7
1603396844,9,6
1603398775,7,9
1603400664,21,7
1603402584,14,6
1603404531,13,9
1603406418,7,11
1603408337,3,2
1603410286,9,6
1603412176,5,4
1603414099,4,5
1603416056,5,7
1603417938,7,6
1603419860,7,8
1603421807,6,4
1603423696,4,2
1603425823,4,5
1603427816,10,6
1603429693,3,6
1603431617,10,9
1603433561,10,9
1603435458,7,11
1603437376,7,14
1603439322,5,15
1603441217,7,13
1603443136,12,15
1603445093,4,17
1603446982,17,12
1603449147,15,15
1603451059,7,13
1603453008,1,27
1603454896,4,15
1603456815,6,7
1603458764,3,4
1603460658,5,4
1603462578,8,5
1603464522,10,7
1603466416,10,9
1603468385,5,2
1603470265,6,7
1603472187,5,10
1603474127,11,10
1603476209,6,12
1603478173,6,6
1603480119,8,11
1603482012,5,5
1603483960,40,4
1603485854,190,4
1603487773,2,7
1603489987,7,5
1603491865,4,5
1603493779,2,2
1603850978,90,961
1603852840,4,0
1603854740,5,0
1603856692,6,0
1603858695,4,0
1603860502,9,0
1603862468,4,0
1603864341,5,0
1603866265,4,0
1603868212,2,0
1603870099,4,0
1603872215,376,0
1603874184,6,0
1603876125,6,0
1603878016,4,0
1603879934,12,0
1603881885,8,0
1603884054,8,0
1603885952,5,0
1603887861,9,0
1603889818,13,0
1603891704,12,0
1603893766,14,0
1603895572,6,0
1603897533,4,0
1603899477,5,0
1603901371,5,0
1603903337,4,0
1603905210,4,0
1603907132,4,0
1603909059,6,0
1603910912,5,0
1603912845,2,0
1603914768,6,0
1603916667,4,3
1603918586,3,18
1603920530,6,6
1603922450,8,10
1603924348,6,11
1603926319,2,8
1603928191,10,5
1603930118,11,8
1603932051,5,5
1603933968,4,8
1603935888,3,9
1603937830,2,8
1603939712,8,4
1603941629,3,6
1603943582,0,4
1603945474,2,5
1603947396,0,6
1603949339,2,4
1603951247,4,4
1603953175,3,4
1603955085,1,1
1603956994,2,3
1603958942,1,1
1603960835,2,5
1603962852,3,5
1603964700,2,8
1603966589,3,8
1603968520,3,7
1603970458,5,9
1603972340,6,5
1603974261,4,8
1603976206,3,12
1603978098,1,11
1603980040,0,15
1603981971,9,4
1603983873,6,6
1603985783,4,6
1603987726,4,3
1603989627,2,4
1603991539,1,5
1603993488,6,6
1603995380,0,8
1606465267,699,407
1606467149,288,149
1606469071,163,6
1606471013,17,8
1606472909,9,7
1606474852,13,13
1606476773,5,9
1606478674,4,10
1606480587,6,9
1606482541,8,8
1606484438,6,2
1606486346,6,4
1606488294,8,9
1606490193,7,3
1606492137,8,40
1606494057,8,31
1606495953,8,3
1606497900,9,1
1606499805,11,4
1606501706,10,8
1606503664,11,5
1606505549,6,4
1606507474,9,7
1606509422,8,1
1606511317,8,7
1606513259,3,4
1606515151,8,6
1606517072,13,41
1606519012,13,39
1606520905,5,37
1606522827,3,25
1606524771,25,2
1606526672,22,5
1606528584,18,5
1606987955,54,630
1606989867,12,0
1606992055,13,0
1606993951,8,0
1606995863,13,0
1606997817,16,0
1606999698,8,0
1607001669,9,0
1607003539,8,0
1607005492,18,0
1607007387,14,0
1607009544,14,0
1607011730,7,0
1607013687,8,0
1607015680,12,0
1607017633,15,0
1607019651,5,0
1607021542,5,0
1607023490,6,0
1607025378,6,0
1607027298,3,0
1607029266,12,0
1607031180,14,0
1607033068,7,0
1607035009,14,0
1607036905,9,0
1607038823,12,0
1607040772,11,0
1607042666,8,0
1607044583,30,0
1607046531,30,0
1607048426,21,0
1607050340,19,0
1607052290,23,0
1607054188,124,0
1607056104,18,0
1607058064,13,0
1607059960,26,0
1607061871,23,0
1607063807,11,0
1607065704,3,0
1607067622,8,8
1607069569,18,10
1607071465,26,16
1607073386,11,10
1607075330,15,7
1607077227,18,12
1607079141,8,4
1607081091,15,7
