DateTime,Entries,UniqueIPs
1507505651,1039,1042
1507548426,1036,1040
1507588966,1030,1034
1507634497,1075,1079
1507677143,1030,1034
1507723358,1086,1090
1507761219,1018,1021
1507809254,1061,1064
1507850061,1006,1008
1507895206,1011,1013
1507935416,1027,1029
1507978819,1061,1065
1508021346,1023,1026
1508064897,1007,1009
1508108203,1061,1063
1508148632,1071,1073
1508188249,1051,1052
1508234812,1042,1044
1508275149,1041,1044
1508324461,1035,1037
1508361451,1042,1044
1508412289,1045,1047
1508453590,1053,1055
1508498256,1058,1060
1508540062,1070,1072
1508583391,1060,1063
1508626561,1081,1082
1508669727,1037,1038
1508710447,1091,1092
1508758829,1069,1070
1508799340,1089,1091
1508845513,1092,1095
1508883030,1090,1093
1508929487,1064,1067
1508969365,1067,1070
1509015523,1103,1106
1509057089,1104,1107
1509104580,1054,1057
1509143836,1060,1063
1509189743,1115,1118
1509228795,1105,1110
1509275433,1016,1020
1509315296,999,1003
1509362071,1051,1055
1509402159,1050,1054
1509448426,995,998
1509488559,1002,1006
1509537209,1031,1035
1509574528,1071,1076
1509622919,1057,1061
1509660444,1094,1098
1509706714,1082,1085
1509749014,1087,1090
1509793291,1008,1011
1509833718,1052,1055
1509879481,1045,1047
1509924183,1011,1013
1509969986,1004,1006
1510010612,1012,1015
1510055808,1005,1006
1510099166,1010,1011
1510142248,1006,1008
1510185274,1016,1018
1510228940,1026,1028
1510269194,1036,1038
1510317325,1045,1047
1510354486,1042,1044
1510404042,1063,1065
1510441644,1066,1068
1510487508,1084,1086
1510528420,1144,1146
1510576743,1106,1109
1510616758,1122,1124
1510663617,1129,1130
1510701169,1172,1175
1510748913,1116,1119
1510790895,1111,1113
1510835123,1155,1157
1510876753,1104,1105
1510919432,1136,1137
1510960286,1049,1050
1511009284,1045,1046
1511048144,1041,1042
1511092747,1011,1013
1511132863,995,997
1511181936,993,994
1511219685,1036,1038
1511267394,1035,1037
1511305082,1025,1027
1511353624,1032,1034
1511391884,1025,1027
1511440057,989,992
1511478127,1039,1042
1511526802,1071,1074
1511564609,1082,1085
1511610506,1088,1089
1511653572,1054,1055
1511697367,1066,1067
1511737889,1116,1118
1511783922,1112,1115
1511824182,1077,1079
1511872638,1137,1140
1511910333,1100,1102
1511955916,1150,1152
1511996662,1106,1108
1512043786,1154,1156
1512085365,1093,1097
1512128892,1141,1145
1512168762,1063,1067
1512215202,1111,1115
1512258218,1038,1042
1512304687,1062,1065
1512342247,1099,1103
1512390362,1057,1061
1512427993,1110,1115
1512474848,1093,1098
1512515197,1049,1056
1512563244,1062,1068
1512601171,1104,1110
1512647488,1104,1110
1512687313,1089,1095
1512733889,1082,1087
1512776814,1039,1044
1512819336,1012,1017
1512860563,1062,1067
1512908499,1049,1053
1512949508,1008,1011
1512995322,1057,1060
1513032596,1014,1016
1513081224,1072,1074
1513121393,1038,1039
1513167333,1075,1077
1513207538,1045,1048
1513253836,1054,1058
1513294773,1074,1078
1513339745,1087,1092
1513380433,1134,1139
1513426446,1123,1128
1513467072,1081,1086
1513512250,1111,1116
1513552822,1109,1115
1513594773,1095,1101
1513635166,1081,1087
1513682061,1071,1077
1513721801,1056,1062
1513768470,1040,1046
1513807900,1024,1028
1513854269,1001,1004
1513894227,980,982
1513940464,942,943
1513981123,912,912
1514026644,896,896
1514068462,871,871
1514114403,853,853
1514154086,841,841
1514199934,781,781
1514240758,775,776
1514287071,756,757
1514326855,778,779
1514373604,767,768
1514417433,786,787
1514459920,781,782
1514499332,790,791
1514545353,790,790
1514585946,801,802
1514632321,784,785
1514672759,819,820
1514718594,772,773
1514759074,802,803
1514805623,763,765
1514845975,767,769
1514891756,803,805
1514931514,781,783
1514977849,748,751
1515017618,783,786
1515064283,728,730
1515103415,755,757
1515150358,715,717
1515189998,754,756
1515236108,756,758
1515276340,750,751
1515363718,714,715
1515409025,695,696
1515448744,672,673
1515494970,669,671
