DateTime,Entries,UniqueIPs
1603318861,8354,8354
1603320740,8443,8443
1603322659,8441,8441
1603324607,8454,8454
1603326497,8453,8453
1603329646,8601,8601
1603331527,8752,8752
1603333460,8774,8774
1603335399,8783,8783
1603337291,8786,8786
1603339246,8808,8808
1603341158,9000,9000
1603343062,8731,8731
1603344973,8511,8511
1603346919,8468,8468
1603348811,8153,8153
1603350730,8149,8149
1603352681,7757,7757
1603354573,7714,7714
1603356492,7711,7711
1603358438,7711,7711
1603360331,7395,7395
1603362252,7344,7344
1603364208,7337,7337
1603366093,7104,7104
1603368971,6875,6875
1603370930,6863,6863
1603372844,6238,6238
1603374738,6160,6160
1603376655,6136,6136
1603378607,5520,5520
1603380493,5468,5468
1603382552,5458,5458
1603384370,4869,4869
1603386275,4796,4796
1603388176,4787,4787
1603390124,4084,4084
1603392021,3978,3978
1603393939,3936,3936
1603395900,3716,3716
1603397775,3076,3076
1603399696,3012,3012
1603401651,2694,2694
1603403540,2664,2664
1603405460,2281,2281
1603407406,2181,2181
1603409296,2136,2136
1603411282,2097,2097
1603413169,2031,2031
1603415059,1964,1964
1603416975,1684,1684
1603418932,1654,1654
1603420814,1633,1633
1603422770,1618,1618
1603424653,1592,1592
1603426575,1497,1497
1603428534,1381,1381
1603430416,1373,1373
1603432333,1357,1357
1603434289,1352,1352
1603436175,1341,1341
1603438338,1338,1338
1603440286,1340,1340
1603442205,1350,1350
1603444093,1342,1342
1603446015,1336,1336
1603448077,1308,1308
1603450124,1330,1330
1603452019,1339,1339
1603453934,1312,1312
1603455882,1303,1303
1603457772,1292,1292
1603459705,1280,1280
1603461714,1286,1286
1603463539,1290,1290
1603465457,1298,1298
1603467407,1311,1311
1603469292,1311,1311
1603471242,1307,1307
1603473133,1302,1302
1603475060,1299,1299
1603476975,1298,1298
1603478898,1301,1301
1603480844,1302,1302
1603482870,1296,1296
1603484684,1333,1333
1603486578,1330,1330
1603488496,1336,1336
1603490451,1340,1340
1603492340,1346,1346
1603850954,447,447
1603852832,479,479
1603854732,497,497
1603856684,531,531
1603858688,550,550
1603860495,591,591
1603862456,615,615
1603864333,654,654
1603866258,676,676
1603868205,697,697
1603870091,717,717
1603872187,754,754
1603874176,782,782
1603876117,812,812
1603878007,843,843
1603879926,879,879
1603881877,915,915
1603884046,947,947
1603885944,987,987
1603887853,1028,1028
1603889811,1053,1053
1603891696,1077,1077
1603893675,1105,1105
1603895564,1131,1131
1603897524,1162,1162
1603899469,1185,1185
1603901362,1212,1212
1603903321,1239,1239
1603905200,1274,1274
1603907122,1314,1314
1603909050,1353,1353
1603910903,1385,1385
1603912836,1410,1410
1603914759,1453,1453
1603916658,1469,1469
1603918575,1477,1477
1603920519,1472,1472
1603922435,1479,1479
1603924339,1472,1472
1603926306,1482,1482
1603928181,1492,1492
1603930101,1497,1497
1603932041,1500,1500
1603933959,1532,1532
1603935879,1545,1545
1603937814,1528,1528
1603939703,1520,1520
1603941619,1532,1532
1603943572,1533,1533
1603945465,1531,1531
1603947384,1524,1524
1603949330,1518,1518
1603951219,1500,1500
1603953158,1492,1492
1603955075,1488,1488
1603956983,1481,1481
1603958932,1485,1485
1603960822,1496,1496
1603962842,1508,1508
1603964691,1514,1514
1603966579,1508,1508
1603968508,1538,1538
1603970444,1552,1552
1603972329,1536,1536
1603974252,1561,1561
1603976197,1555,1555
1603978087,1571,1571
1603980016,1568,1568
1603981962,1564,1564
1603983860,1567,1567
1603985772,1581,1581
1603987717,1582,1582
1603989615,1591,1591
1603991530,1583,1583
1603993478,1575,1575
1603995370,1560,1560
1606465248,1570,1570
1606467137,1575,1575
1606469059,1565,1565
1606471003,1553,1553
1606472899,1581,1581
1606474839,1594,1594
1606476764,1570,1570
1606478664,1544,1544
1606480576,1521,1521
1606482531,1504,1504
1606484429,1497,1497
1606486336,1486,1486
1606488284,1488,1488
1606490183,1490,1490
1606492128,1493,1493
1606494049,1505,1505
1606495943,1501,1501
1606497890,1504,1504
1606499795,1504,1504
1606501697,1506,1506
1606503647,1499,1499
1606505540,1491,1491
1606507465,1481,1481
1606509410,1488,1488
1606511305,1484,1484
1606513250,1491,1491
1606515143,1507,1507
1606517061,1507,1507
1606519003,1540,1540
1606520896,1578,1578
1606522818,1619,1619
1606524761,1648,1648
1606526662,1672,1672
1606528576,1674,1674
1606987941,215,215
1606989858,253,253
1606992047,294,294
1606993943,331,331
1606995855,362,362
1606997809,389,389
1606999691,406,406
1607001658,434,434
1607003531,462,462
1607005485,495,495
1607007379,526,526
1607009536,560,560
1607011721,615,615
1607013680,647,647
1607015673,672,672
1607017626,735,735
1607019644,804,804
1607021535,858,858
1607023483,918,918
1607025371,961,961
1607027291,1031,1031
1607029257,1083,1083
1607031172,1140,1140
1607033060,1203,1203
1607035002,1240,1240
1607036897,1283,1283
1607038815,1334,1334
1607040765,1397,1397
1607042658,1459,1459
1607044575,1517,1517
1607046524,1557,1557
1607048418,1575,1575
1607050332,1601,1601
1607052283,1647,1647
1607054181,1709,1709
1607056096,1745,1745
1607058055,1775,1775
1607059943,1805,1805
1607061863,1839,1839
1607063800,1872,1872
1607065697,1910,1910
1607067614,1918,1918
1607069562,1900,1900
1607071457,1894,1894
1607073378,1889,1889
1607075322,1910,1910
1607077218,1895,1895
1607079133,1899,1899
1607081083,1899,1899
1607082973,1929,1929
1607084891,1936,1936
1607086857,1950,1950
1607088735,1967,1967
1607090689,1979,1979
1607092581,1985,1985
1607094493,1985,1985
1607096441,1996,1996
1607098353,1983,1983
1607100354,2000,2000
1607102197,2005,2005
1607104127,1983,1983
1607106087,1955,1955
1607107969,1936,1936
1607109889,1922,1922
1607111802,1925,1925
1607113695,1900,1900
1607115627,1888,1888
1607117594,1888,1888
1607119459,1852,1852
1607121376,1848,1848
1607123329,1848,1848
1607125216,1817,1817
1607127133,1783,1783
1607129085,1749,1749
1607130974,1723,1723
1607132893,1711,1711
1607134849,1734,1734
1607136733,1737,1737
1607138929,1722,1722
1607140827,1694,1694
1607142764,1695,1695
1607144679,1698,1698
1607146593,1696,1696
1607148561,1701,1701
1607150440,1707,1707
1607152363,1702,1702
1607154298,1699,1699
1607156193,1681,1681
1607510693,1139,1139
1607512577,1172,1172
1607514493,1207,1207
1607516445,1239,1239
1607518333,1285,1285
1607520257,1313,1313
1607522201,1348,1348
1607524094,1375,1375
1607526059,1400,1400
1607527963,1435,1435
1607529875,1483,1483
1607531833,1546,1546
1607533737,1596,1596
1607535683,1630,1630
1607537558,1677,1677
1607539414,1708,1708
1607541375,1744,1744
1607543295,1788,1788
1607545243,1813,1813
1607547138,1825,1825
1607549066,1842,1842
1607588235,1178,1178
1607590357,1188,1188
1607592261,1194,1194
1607594203,1179,1179
1607596107,1188,1188
1607598034,1203,1203
1607599957,1207,1207
1607601864,1208,1208
1607604023,1189,1189
1607605937,1200,1200
1607607889,1215,1215
1607609778,1241,1241
1607611696,1242,1242
1607613637,1239,1239
1607615542,1220,1220
1607617461,1195,1195
1607619409,1184,1184
1607621300,1185,1185
1607623306,1183,1183
1607625167,1181,1181
1607627065,1181,1181
1607629008,1166,1166
1607630907,1161,1161
1607632826,1160,1160
1607634764,1146,1146
1607636663,1160,1160
1607638579,1216,1216
1607640523,1269,1269
1607642422,1323,1323
1607644336,1393,1393
1607646284,1452,1452
1607648180,1488,1488
1607650129,1523,1523
1607652046,1553,1553
1607653940,1584,1584
1607655886,1614,1614
1607657780,1642,1642
1607659937,1691,1691
1607661858,1723,1723
1607663807,1756,1756
1607665693,1781,1781
1607667620,1782,1782
1607669561,1779,1779
1607671459,1784,1784
1607673377,1790,1790
1607675325,1793,1793
1607677239,1771,1771
1607679138,1765,1765
1607681086,1773,1773
1607682982,1763,1763
1607684901,1779,1779
1607686844,1780,1780
1607688741,1783,1783
1607690658,1780,1780
1607692602,1774,1774
1607694495,1757,1757
1607696420,1747,1747
1607698363,1739,1739
1607700262,1728,1728
1607702176,1736,1736
1607704127,1746,1746
1607706035,1745,1745
1607707945,1736,1736
1607709894,1725,1725
1607711789,1694,1694
1607713860,1681,1681
1607715862,1673,1673
1607717802,1663,1663
1607719695,1649,1649
1607721614,1650,1650
1607723559,1633,1633
1607725458,1600,1600
1607727375,1583,1583
1607729326,1560,1560
1607731285,1530,1530
1607733136,1498,1498
1607735086,1507,1507
1607737322,1506,1506
1607739238,1499,1499
1607741099,1499,1499
1607743226,1502,1502
1607745140,1491,1491
1607747081,1476,1476
1607749001,1466,1466
1607750939,1461,1461
1607752873,1470,1470
1607754759,1466,1466
1607756710,1480,1480
1607758598,1478,1478
1607760497,1477,1477
1607762460,1485,1485
1607764371,1484,1484
1607766260,1480,1480
1607768201,1470,1470
1607770098,1476,1476
1607772021,1479,1479
1607773996,1482,1482
1607775873,1483,1483
1607777819,1476,1476
1607779738,1470,1470
1607781676,1465,1465
1607783550,1464,1464
1607785500,1470,1470
1607787403,1470,1470
1607789313,1454,1454
1607791260,1448,1448
1607793169,1439,1439
1607795082,1445,1445
1607797037,1453,1453
1607798933,1459,1459
1607800846,1478,1478
1607802737,1466,1466
1607804668,1466,1466
1607806596,1462,1462
1607808503,1465,1465
1607810462,1480,1480
1607812365,1486,1486
1607814267,1477,1477
1607816174,1452,1452
1607818123,1458,1458
1607820017,1456,1456
1607821936,1453,1453
1607823885,1437,1437
1607825779,1449,1449
1607827693,1452,1452
1607829619,1454,1454
1607831538,1444,1444
1607833481,1435,1435
1607835375,1439,1439
1607837295,1440,1440
1607839262,1417,1417
1607841141,1418,1418
1607843061,1412,1412
1607844996,1415,1415
1607846896,1405,1405
1607848815,1383,1383
1607850756,1366,1366
1607852658,1358,1358
1607854574,1341,1341
1607856515,1325,1325
1607858417,1300,1300
1607860338,1293,1293
1607862280,1287,1287
1607864174,1287,1287
1607866099,1265,1265
1607868128,1260,1260
1607869956,1248,1248
1607871885,1242,1242
1607873795,1236,1236
1607875700,1253,1253
1607877614,1250,1250
1607879560,1233,1233
1607881462,1227,1227
1607883373,1223,1223
1607885322,1221,1221
1607887230,1197,1197
1607889160,1203,1203
1607891054,1197,1197
1607892975,1192,1192
1607895166,1194,1194
1607897066,1189,1189
1607898974,1192,1192
1607900918,1204,1204
1607902820,1196,1196
1607904732,1194,1194
1607906684,1181,1181
1607908588,1178,1178
1607910518,1183,1183
1607912418,1157,1157
1607914336,1154,1154
1607916281,1144,1144
1607918185,1154,1154
1607920126,1152,1152
1607922088,1138,1138
1607923966,1145,1145
1607925866,1141,1141
1607927777,1131,1131
1607929724,1127,1127
1607931618,1120,1120
1607933543,1116,1116
1607935485,1109,1109
1607937380,1151,1151
1607939299,1152,1152
1607941240,1154,1154
1607943134,1148,1148
1607945067,1146,1146
1607946997,1145,1145
1607948901,1142,1142
1607950829,1134,1134
1607952764,1126,1126
1607954987,1126,1126
